rt total returns last 7 years bitcoin btc 16 986 nvidia nvda 3 614 tesla tsla 2 183 amazon amzn 649 micr,0
what look aapl,0
rt year date returns 1 fb 48 2 aapl 14 3 amzn 19 4 nflx 68 5 googl 22 these five stocks hav,0
maybe if some big whale sues them like what happened with aapl,0
trade ideas test drive signup is underway our software community are built around better actionable decisions come see yourself details register here gt gt spy aapl msft googl fb tsla amc spx roku nvda,0
vit dans le flou sur maps,0
its 2022 aapl doesnt have nothing interesting do with their money so they just will keep buying ok happy investor since 2003,0
rt faang drawdowns including today s ah aapl 16 msft 23 amzn 27 googl 27 tsla 31 nvda 47 fb 55 nfl,0
aapl earnings reports today before markets open,0
i have decided avoid trading first 15 minutes market day market may recover if aapl tech leader reports positive earnings there is positive reaction qqq rt mercury by ziogiannis,0
aapl guidance cant be very good with china lockdown i guess they can always do stock splits,0
what are we thinking aapl beats fb buckles,0
with uncertainty earnings big players amzn aapl fb as well as gdp numbers coming out tomorrow i have hard time thinking we don t fade similar yesterday maybe not extreme tho,0
aapl trading,0
rt aapl dusd liquidity mining apr annual percentage rate is currently at 86 08 that is 7 20 past 2,0
rt zero reason initiate index longs prior amzn aapl reporting if they somehow beat we get multi day rally,0
aapl best room net stay turned,0
aapl active puts calls leads by about 1 5 ratio,0
us marketplace sales will reach over 357 billion despite decelerating growth aapl goog amzn cost ebay baba wmt tgt bby,0
aapl holds too much weight ndx be down 30,0
most mentioned tickers one hour fb tsla aapl twtr msft dwac last update 04 27 22 01 42 pm est,0
is xrp ada omg eth powr btc neo xvg zec bch bat erc aapl bnb lkk eos trx qtum,0
beep boop heres what i found aapl date 2022 04 27 total call volume 119 1k total put volume 72 2k most traded 2022 05 20 182 5c 27 0k am i good bot,0
flow grid update aapl shares 0 27 156 37,0
most mentioned tickers 15 minutes fb tsla zim aapl amzn achr nutx spot ko last update 04 27 22 01 42 pm est,0
optionalarm has provided sound option swing trades thousands investors just like you over 14 years free 10 day trial no credit card needed aapl amzn googl gs tsla,0
rt how largest stocks have performed so far today apple aapl 1 2 microsoft msft 6 8 google googl 2 7 amazon,0
earnings thu apr 28 after amzn inc 4 00 pm et eps 8 73 rev 116 32 b aapl apple inc 4 30 pm et eps 1 43 rev 94 03 b roku roku inc 4 05 pm et eps 0 17 rev 718 40 m,0
last warning mms want trap you huge sell off signal detected via fa algo lod will be smashed blood bath coming more damage coming plummet time spx spy amzn aapl fb msft gs jpm bac nflx tsla ba mrna roku back sub 4155,0
rt earn dividends every month with this 3 stock portfolio mo altria group 6 56 yield aapl apple 0 56 yield hd h,0
what about aapl,0
aapl goog amzn i buy little bits every month manage my fav small cap positions accordingly shaved lot risk i think we texted about it end last year still down year bit but this is investing,0
can you show me options volume aapl,0
rt update current prices now amzn 2786 90 aapl 158 61 nvda 185 49 almost there amd 85 36 target hit,0
rt if biden administration fully legalized cannabis all states cannabis stocks could go 50 100 500 1000,0
tsla 208 84 211 34 fb 210 07 211 62 pypl 210 13 212 47 msft 210 35 213 57 meli 211 28 211 08 vale 211 49 213 25 ko 211 54 212 33 nvda 211 62 211 55 aapl 211 64 211 79 nflx 211 81 212 65 wmt 212 37 213 96,0
services is only 20 revs total revs still lumpy amp tied product cycle not sure if that explains bulk multiple expansion aapl now trades like msft which prob has most stable base recurring revs,0
thanks i am thinking copying your setup so you think apple earnings split will push aapl higher do you have any triggers thanks you,0
only real question seems like amzn miss aapl beat whatre you thinking then forward guidance should be atrocious with lockdowns but theyll undoubtedly downplay it,0
spy tsla aapl msft all below their 200ma pretty much entire market is,0
putin now threatens turn off all natural gas csv lly vfc cvx xom mrna azn goog msft aapl tgt amzn nflx tsla,0
indexes trying hold recent lows aapl amzn will dictate whether we break or hold imo crypto just chopping around think we get clarity thursday 130pm pst,0
la recompra de acciones de apple aapl no ser suficiente para impulsar su cotizaci n,0
msft aapl tsla pumper trying hold spy 420,0
todays most active stock options nok msft aapl cvna twtr ba pins xom fb,0
call put ratios 04 27 22 call dominated tsla 0 97 total volume 458 666 aapl 0 62 total volume 476 894 uvxy 0 66 total volume 49 808 put dominated spy 1 25 total volume 3 356 717 qqq 1 35 total volume 681 815 tsla overview,0
google missed microsoft beat day market was down 3 now were headed into likely worst earnings big tech fb amzn aapl i wouldnt be long no issue getting back long if they beat will be multi day run,0
good question why are you paying be trading room free trading room via swn aapl tell rig intc et t kmi clf vtnr srts lpcn,0
update current prices now amzn 2786 90 aapl 158 61 nvda 185 49 almost there amd 85 36 target hit we not far off hitting all these pts lol fyi,0
aapl,0
nflx why is ackman shorting this so hard lol make up huge loss time start squeeze amc gme spy aapl,0
1 7m aapl jul 15 135 puts,0
rt highest volume contracts today 4 27 no etfs msft tsla xom aapl gps twtr ncr ba fb nio,0
massive rare storm hitting baba nio pltr aal cno csv lly vfc cvx xom mrna azn goog msft aapl tgt,0
rt elon musk calls truth social trumpet now watch billionaire making millions coming crash amd,0
elon musk calls truth social trumpet now watch billionaire making millions coming crash amd qqq spy db tsla nvda msft aapl twtr fb ba spce eurusd,0
should you buy apple stock advance company s q2 earnings,0
monday i cut aapl option at 18 tues i took same option at cheaper price amp cashed 55 minimizing losses maximizing gains today my spy put that ran 40 cashed out at 2 5 if i held with hopium my loss would be huge win leveling up lets go,0
rt i guess its up aapl save world,0
aapl looking better but gets worse below 150 good strength though mixed bag can this general save group,0
long term i like my investing method f msft amgn ibm ko jd fb amzn baba mu amd amzn aapl high profits not financial advice robert lichello aim options,0
rt aapl gets pretty ugly if this breaks down,0
aapl msft amzn maj model subskrypcyjny moim zdaniem oczywisty i stabilny hd sw obr t dobrami materialnymi wspieraj stabilno tego biznesu inwigilacj i manipulacj u ytkownik w goog i fb maj model oparty ca kowicie o inwigilacj i manipulacj u ytkownik w,0
rt aapl goog amp msft may adapt their tos moderate twitter we need develop hardware os starlink network,0
mid day top amp flop 40 stocks watch april 27 aapl msft googl amzn tsla fb nvda unh jnj tsm nutx alks teck amr mat rgen vrt jks sblk arch ncr frge ffiv tblt spot ba trn db rhi cvna spx spy ndx qqq,0
aapl by,0
tech fb googl nflx 3 dead generals amzn 24bps mbe dead tsla 3 maimed tues still alive aapl eps due still alive msft 6 hideout corpse still w pulse all rotation w rotation how death by sandpaper occurs upcoming apr end pre fed drift confusion,0
bast stock group discord ino byfc tsla spy boxl aapl ayro bngo phun kodk,0
20 days free trial available discord link below spy boxl aapl ayro achv abus tlry kodk,0
free stock chatroom link below amzn aapl amd fb boxl ba pfe mcd ups mmm tsla,0
rt percent institutional ownership fb 80 aapl 60 amzn 60 nflx 80 googl 80 msft 70 nvda 65 these st,0
